id;brand;legal;eik;eik_url;founded;city;capital;capital_text;owner;group;is_group_head;parent_brand_id;hide_from_list;source_usa;source_ca;source_kr;source_jp;source_eu;web;phone;phone_2;email;social_facebook;social_instagram;social_viber;social_youtube;social_tiktok;social_linkedin;social_mobile_bg;social_cars_bg;verified;is_new;blurb;last_checked;verification_notes
bibi-cars;Bi-Bi cars;ПМ АВТО ГРУП ЕООД;206637283;https://papagal.bg/eik/206637283/10f1;2021-09-01;София;4601;4 601,00 €;ПАВЛО МАСЛОВ (Украйна) (100%, и управител);;;;;yes;;yes;;;https://bibicars.bg/;359 875 313 158;359 897 884 804;hello@bibicars.bg;https://www.facebook.com/profile.php?id=61564216970773;;;;;;;;yes;yes;"Юридическо лице ПМ АВТО ГРУП ЕООД, ДДС регистрирана от 05.09.2021. Собственик и управител: ПАВЛО МАСЛОВ (Украйна). Два адреса в София — кв. Драгалевци, бул. Черни връх 230 и бул. България 81. Внос предимно от САЩ и Корея; сайтът интегрира аукциони в САЩ.";2026-05-24;Registry confirmed via agent-browser 2026-05-24. Legal/founded/city/owner from папагал.бг. Internet contacts confirmed via официалния сайт bibicars.bg (телефон, имейл, Facebook).
seven-cars;7Cars;7 КАРС ЕООД;203551651;https://papagal.bg/eik/203551651/506c;2015-05-22;София;511;511,00 €;ХРИСТИЯН ПАНЧОВ ВИТАНОВ (100%, и управител);;;;;yes;yes;yes;;yes;https://7cars.bg/;359 894 707 690;;info@7cars.bg;https://www.facebook.com/7CarsBG/;https://www.instagram.com/7carsbg/;;https://www.youtube.com/@7carsbg;https://www.tiktok.com/@7carsbg;;;;yes;;"Регистрирана 22.05.2015 г.; собственик и управител ХРИСТИЯН ВИТАНОВ. В групата на собственика са още 7 Карс Консулт ЕООД, 7 Карс Делукс Детайлинг ЕООД и ИЗИ ДРАЙВ ЕООД (сервиз Easy Drive). Деклариран внос от Европа, Корея, САЩ и Канада. Офис: ж.к. Младост 4, Соф. околовръстен 251; шоурум: Соф. околовръстен 262.";2026-05-24;Registry confirmed via agent-browser 2026-05-24. Legal/founded/owner from папагал.бг. Phone/email/socials from сайта 7cars.bg.
rexcar;RexCar;ЕЛ ПАБЛО ЕООД;203208599;https://papagal.bg/eik/203208599/1425;2014-09-08;Варна;51;51,00 €;ЗЛАТИН ПЛАМЕНОВ ПАВЛОВ (100%, и управител);"";"";"";"";yes;yes;"";"";"";https://rexcar.bg/;+359 895 599 799;"";info@rexcar.bg;"";"";"";"";"";"";"";"";yes;"";Декларира внос от САЩ, Канада и Дубай. Юридическо лице: ЕЛ ПАБЛО ЕООД (управител и собственик ЗЛАТИН ПАВЛОВ), Варна. ДДС от 26.08.2016. Сайтът обещава отстъпки до 45% от пазарната цена при внос.;2026-05-25;Registry confirmed via agent-browser 2026-05-25. Legal entity ЕЛ ПАБЛО ЕООД от условията на сайта. Phone/email от rexcar.bg.
usa-auto-plovdiv;USA AUTO;Флорида Престиж Колекшън Юесей Ауто ЕООД (вероятно съответствие);207273822;https://papagal.bg/eik/207273822/a7fa;2023-02-21;Пловдив;511;511,00 €;ДИМИТЪР ПЕТРОВ ЙОВЧЕВ (100%, и управител);"";"";"";"";yes;yes;"";"";"";https://usaauto.bg/;+359 883 484 343;"";usaautobg@gmail.com;https://www.facebook.com/profile.php?id=100095231287119;https://www.instagram.com/usa.auto.bg;"";https://youtube.com/@usaautobg;"";"";"";"";"";yes;Внос на автомобили, ATV, мотори, лодки и каравани от САЩ и Канада. Адрес на Facebook: Васил Левски 174, Пловдив. Предположено юридическо лице: Флорида Престиж Колекшън Юесей Ауто ЕООД (Пловдив, ж.к. Тракия) — името съвпада, но без явна връзка от сайта.;2026-05-25;Legal entity match by name/transliteration, not by official disclosure. Phone/email/socials confirmed via FB and сайта usaauto.bg 2026-05-25.
atlantic-drive;Atlantic Drive;АТЛАНТИК ДРАЙВ ЕООД;208414795;https://papagal.bg/eik/208414795/2b1c;2025-07-25;София;5;5,00 €;ИВАН СЛАВЧЕВ ЛЕЩАРСКИ (100%, и управител);"";"";"";"";yes;yes;yes;"";yes;https://atlanticdrive.bg/;+359 878 119 140;+359 878 949 922;atlanticdrivebg@gmail.com;https://www.facebook.com/profile.php?id=61577808961262;"";"";"";"";"";"";"";yes;yes;"Регистрирана 25.07.2025 г.; собственик и управител ИВАН ЛЕЩАРСКИ. На Facebook се представя като №1 вносител от Корея за 2026 г. Декларира внос от САЩ, Канада, Корея, ЕС и Дубай; видео проверка преди закупуване. Адрес: Студентски комплекс, ул. Кирил Попов 38, София.";2026-05-25;Registry confirmed via agent-browser 2026-05-25. Legal/founded/owner от папагал.бг. Phones/email/FB от Facebook page.
pm-select;PM Select;(юридическо лице не е намерено);"";"";"";София;"";"";"";"";"";"";"";"";"";"";"";"";"";+359 899 225 640;"";"";https://www.facebook.com/profile.php?id=61589183301804;"";"";"";"";"";"";"";"";"";Млад Facebook профил с минимална публична информация. Шерват обяви от Mobile.bg. Юридическо лице не е намерено в Търговския регистър при търсене по име.;2026-05-25;No legal entity found in papagal.bg as of 2026-05-25. Only phone and FB profile известни.
automart-bg;AutoMart;(юридическо лице не е намерено);"";"";"";Благоевград;"";"";"";"";"";"";"";yes;yes;"";"";"";https://automart-bg.com/;+359 879 111 061;"";AutoMart@abv.bg;https://www.facebook.com/profile.php?id=100066737553190;https://www.instagram.com/automart_bg;"";"";"";"";"";"";"";"";Посредничество при покупка на автомобили от САЩ и Канада. Адрес: ул. Славянска 65, Благоевград. Юридическо лице не е намерено в Търговския регистър по име (АУТОМАРТ ЕООД в Мартен и АУТОМАРТ86 ЕООД в Кнежа не съвпадат с адреса в Благоевград).;2026-05-25;No matching legal entity in papagal.bg. Contacts confirmed via Facebook и automart-bg.com.
importlux;Importlux;ИМПОРТЛУКС ЕООД;207200169;https://papagal.bg/eik/207200169/3a04;2022-12-21;Пловдив;5;5,00 €;ДОБРОМИР ВАЛЕРИЕВ ИВАНОВ (100%, и управител);"";"";"";"";yes;yes;yes;"";"";https://importlux.bg/;+359 883 356 734;"";importlux@abv.bg;https://www.facebook.com/importlux;"";"";"";"";"";"";"";yes;yes;"Регистрирана 21.12.2022 г.; собственик и управител ДОБРОМИР ИВАНОВ. ДДС от 20.01.2023. Внос на автомобили, мотори и ATV от САЩ, Канада и Корея. Адрес на Facebook: околовръстното между Коматево и Марково, Пловдив.";2026-05-25;Registry confirmed via agent-browser 2026-05-25. Legal/founded/owner от папагал.бг. Phone/email/FB от importlux.bg.
kj-cars;KJ CARS;КЕЙ ДЖИ КАРС ООД;207968293;https://papagal.bg/eik/207968293/989c;2024-09-04;София;1;1,00 €;ПРЕСИЯН ОМУРТАГ ДАРАКЧИЕВ (50%) · ВИКТОРИЯ ОМУРТАГ ДАРАКЧИЕВА (50%) · ОМУРТАГ КРУМОВ ДАРАКЧИЕВ (управител, не съдружник);"";"";"";"";"";"";yes;"";"";https://kj-cars.com/;+359 878 101 175;+359 2 831 0098;office@kj-cars.com;https://www.facebook.com/profile.php?id=61570038960058;"";"";"";"";"";"";"";"";"";"""Дигитален каталог на автомобили от Южна Корея"" (над 200 000 предлагани). Юридическото седалище е в Пловдив (ул. Арх. Камен Петков 20), а адресът за упражняване на дейността е бул. Искърско шосе 13, София. Регистрирана 04.09.2024 г., по ЗДДС от 14.03.2025 г.";2026-05-26;"Registry confirmed via agent-browser 2026-05-26 — двоен източник: papagal.bg + kj-cars.com Общи условия (Чл. 2 декларира фирмата по име, ЕИК и адреси). Legal КЕЙ ДЖИ КАРС ООД (K J CARS LTD), EIK 207968293, основана 04.09.2024 в Пловдив. По ЗДДС от 14.03.2025 (BG207968293). Капитал 2 лв., конвертиран на 19.02.2026 в 1 €. Седалище: гр. Пловдив 4017, р-н Източен, ул. Арх. Камен Петков 20. Двама съдружници по 50%: ПРЕСИЯН ОМУРТАГ ДАРАКЧИЕВ и ВИКТОРИЯ ОМУРТАГ ДАРАКЧИЕВА; управител ОМУРТАГ КРУМОВ ДАРАКЧИЕВ (бащата, не съдружник). Адресът за упражняване на дейността е в София (бул. Искърско шосе 13) — оттам реално работят с клиенти. Свързани фирми в papagal: КЕЙ ДЖИ АУТО, КЕЙ ДЖИ СЕРВИЗ. Phones/email/FB запазени от предишна проверка."
autolux-import;AutoLux Import;АутоЛукс Импорт ООД;207302786;https://papagal.bg/eik/207302786/db6a;2023-03-15;София;5;5,00 €;Венци Венцислав Иванов (50%, управител) · Юри Хачатрян (50%, управител);"";"";"";"";"";yes;"";"";"";https://linktr.ee/autoluximport;+359 888 222 222;+359 895 709 045;autoluximport23@gmail.com;https://www.facebook.com/profile.php?id=100090935501856;https://www.instagram.com/autoluximport;"";"";"";"";"";"";yes;yes;Регистрирана 15.03.2023 г. като ООД с двама съсобственици и управители — Венци Иванов и Юри Хачатрян (по 50%). ДДС от 22.03.2023. Декларира внос от официални дилърства и търгове в Канада. Адрес: ул. Стара Планина 1, София.;2026-05-25;Registry confirmed via agent-browser 2026-05-25. Legal/founded/owners от папагал.бг. Phones/email/FB/IG от Facebook page.
aura-auto-group;Aura Auto Group;АУРА АУТО ГРУП ООД;208332921;https://papagal.bg/eik/208332921/60fe;2025-05-30;София;1;1,00 €;ОГНЯН ЯНКОВ ГРАМАТИКОВ (66,7%) · СТОЯН АЛЕКСАНДРОВ МИРОВАЛИЕВ (33,3%, и управител);"";"";"";"";yes;yes;"";"";"";https://www.auraautogroup.bg/;+359 878 700 724;+359 882 029 493;auracars01@gmail.com;"";https://www.instagram.com/aura_auto_/;"";"";"";"";https://auraautogroup.mobile.bg/;"";"";"";Внос на употребявани автомобили от САЩ и Канада. Сайтът декларира 24/7 връзка с мениджър и предоставя CARFAX/VIN проверки. На auraautogroup.bg copyright-ът е изписан като 'Direct Automotives' — вероятно търговско наименование.;2026-05-26;"Registry confirmed via agent-browser 2026-05-26 (papagal.bg). Legal АУРА АУТО ГРУП ООД, EIK 208332921, основана 30.05.2025 в София. Капитал 3 лв., конвертиран на 21.02.2026 в 1 €. Седалище: София 1113, р-н Изгрев, ж.к. Изток, ул. Тарас Шевченко 6, вх. Б, ап. 4. Управител и съдружник (33,3%) СТОЯН АЛЕКСАНДРОВ МИРОВАЛИЕВ; съдружник ОГНЯН ЯНКОВ ГРАМАТИКОВ (66,7%). Първоначален съдружник КРИС АНАСТАСОВ АНАСТАСОВ напуска на 11.09.2025. Не е регистрирана по ЗДДС. Сайтът auraautogroup.bg ползва име 'Direct Automotives' като copyright entity. Phone +359 878 700 724 от сайта; +359 882 029 493 и още 5 номера в mobile.bg листинга."
usa-alpha-cars;USA Alpha Cars;ГРИЙНУЕЙ ИНТЕРНЕШЪНЪЛ ЕООД;204745207;https://papagal.bg/eik/204745207/d0d0;2017-08-31;Русе;51;51,00 €;ТОДОР НИКОЛАЕВ КОНОВСКИ (100%, и управител);"";"";"";"";yes;"";"";"";"";https://usaalphacars.com/;+359 885 589 529;"";usaalphacars@gmail.com;https://www.facebook.com/profile.php?id=61585672380501;"";"";"";"";"";"";"";"";"";Внос на употребявани автомобили от САЩ. Опериран от ГРИЙНУЕЙ ИНТЕРНЕШЪНЪЛ ЕООД (Русе) — генерален търговец/логистик от 2017 г., добавил 'покупко-продажба на МПС, внос-износ и спедиция' към предмета си на дейност на 26.09.2025 г. Сайтът описва 8-етапен процес от депозит до доставка с CARFAX проверки и обещава до -40% спрямо българския пазар.;2026-05-26;"Registry data confirmed via agent-browser 2026-05-26 (papagal.bg). Legal ГРИЙНУЕЙ ИНТЕРНЕШЪНЪЛ ЕООД (GREENWAY INTERNATIONAL LTD), EIK 204745207, основана 31.08.2017 в Русе. По ЗДДС от 13.04.2018 (BG204745207). Капитал 100 лв., конвертиран на 31.01.2026 в 51 €. Седалище: гр. Русе 7014, ул. Михаил Хаджикостов 5, вх. 4, ет. 5. Едноличен собственик и управител: ТОДОР НИКОЛАЕВ КОНОВСКИ. 2021 оборот 627 хил. лв., 8 служители; NACE 4727 'Търговия на дребно с други хранителни стоки' — предметът разширен до 'покупко-продажба на МПС, внос-износ, спедиция' на 26.09.2025. Връзката бранд→ЕООД е силно вероятна, но не формално документирана от самия сайт: (1) footer 'Powered by Greenway International LTD' на всяка страница на usaalphacars.com, (2) Shopify /meta.json self-reports city=Ruse country=BG (shop id 101424726280, myshopify mpvndb-sd), (3) ГРИЙНУЕЙ е единствено съвпадение по име в papagal, (4) разширението на дейността от 26.09.2025 предхожда регистрацията на usaalphacars.com (created 2025-12-25 via eNom, NS bgdns.net) с 3 месеца, (5) FB бранд-страницата също е в Русе. Пропуск: на сайта липсват impressum/общи условия (404), а Privacy Policy-то е generic Shopify boilerplate, не назовава ЕИК — несъответствие с бг е-търговско право. Phone +359 885 589 529 и email usaalphacars@gmail.com потвърдени и на сайта, и в FB интрото."
usa-auction-express;USA Auction Express;ОУКШЪН ЕКСПРЕС ЕООД;207345321;https://papagal.bg/eik/207345321;2023-04-18;Пловдив;;;АТАНАС НИКОЛОВ АТАНАСОВ (едноличен собственик и управител);;;;;yes;yes;;;;https://usaauctionexpress.com/;+359 886 373 666;+359 889 036 804;office@usaauctionexpress.com;;;viber://chat?number=+359886373666;;;;;;;;"Онлайн платформа за наддаване по търгове в Северна Америка (Copart/IAAI) с доставка до България, Румъния и Сърбия. Над 400 000 предлагани автомобила; част от лотовете са от канадски локации (напр. Едмонтън, Алберта). Представя се като лицензиран брокер. BG офис: Пловдив, бул. Карловско шосе 37 (VJF логистичен център).";2026-05-27;"Researched via agent-browser 2026-05-27. Legal ОУКШЪН ЕКСПРЕС ЕООД, EIK 207345321 — изведен от VAT номер BG207345321, деклариран в Общите условия на сайта ('USA Auction Express, LLC. BG207345321'). Регистрирана 18.04.2023; седалище с. Розино, общ. Карлово, обл. Пловдив, ул. Караджата 10. Едноличен собственик и управител: АТАНАС НИКОЛОВ АТАНАСОВ. По ЗДДС: Да. Предметът на дейност включва 'внос и износ на автомобили'. ВАЖНО: papagal.bg беше блокиран от Cloudflare през цялата сесия — регистровите данни идват от web.company.guru + Общите условия на самия сайт, НЕ директно от papagal; eik_url е базовият papagal URL без hash-суфикс и капиталът остава непотвърден. BG офис/операции: Пловдив, бул. Карловско шосе 37 (VJF логистичен център). Тел. и office@ email от contacts; Viber/Telegram на двата номера. Facebook/Instagram не са открити."
